Matrix order, Jacobi Sequential, Jacobi Paralell, Seidel Sequential, Seidel Parallel, Seidel Unstable
1290, 80.569570, 37.291180, 68.570060, 47.165440, 31.541260
1291, 92.930290, 43.041380, 80.967220, 48.391720, 36.700970
1292, 80.826360, 35.868540, 81.073520, 47.448110, 36.104710
1293, 80.563190, 39.151660, 68.866190, 46.280690, 33.137420
1294, 81.041060, 38.179670, 68.993860, 47.115930, 31.979430
1295, 81.173040, 37.972630, 69.168280, 47.197560, 31.837960
1296, 80.951400, 39.570300, 69.430560, 45.522550, 36.021020
1297, 81.651540, 35.397460, 69.554150, 54.317550, 31.785870
1298, 80.980970, 40.980970, 69.487850, 45.267630, 35.087870
1299, 81.735830, 37.569750, 69.797070, 45.660570, 37.084140
1300, 94.565030, 43.218990, 69.861510, 48.316230, 37.513300
1301, 82.119240, 37.071630, 82.022240, 57.747120, 30.929810
1302, 82.148690, 35.777750, 69.964070, 45.916770, 39.516830
1303, 94.358790, 43.410180, 82.307560, 47.909340, 37.187140
1304, 82.248940, 35.562080, 70.049100, 46.013310, 38.652120
1305, 82.765770, 37.338820, 82.714030, 58.016480, 36.668970
1306, 82.741400, 37.135020, 70.516360, 57.721440, 33.199000
1307, 83.253750, 38.392120, 70.130210, 47.573610, 33.393570
1308, 82.826920, 37.649440, 82.994850, 58.372940, 31.237010
1309, 82.848390, 36.938290, 70.576310, 45.813110, 35.721090
1310, 83.754670, 37.205950, 71.062880, 58.591580, 32.092200
1311, 83.708340, 35.874870, 71.241540, 46.301100, 34.298160
1312, 83.352360, 36.994560, 70.825470, 58.367290, 31.356040
1313, 83.419010, 36.113530, 71.028740, 46.128670, 35.392690
1314, 83.561990, 36.127020, 71.150040, 46.001000, 35.896450
1315, 83.802350, 37.650450, 83.961660, 58.802780, 37.723600
1316, 96.420410, 45.348960, 83.830150, 59.106440, 35.375560
1317, 83.828870, 38.182960, 83.830810, 49.574560, 33.203280
1318, 96.583460, 44.372530, 84.147840, 49.305610, 38.415330
1319, 96.657120, 44.306780, 84.130980, 48.933030, 38.583160
1320, 96.689250, 44.282360, 84.077940, 49.315940, 37.760650
1321, 84.427280, 37.670920, 71.797680, 58.602730, 32.245700
1322, 84.243230, 38.004750, 71.762890, 59.731390, 31.812940
1323, 84.228670, 38.140380, 84.549110, 59.349970, 32.412950
1324, 84.453570, 37.970440, 71.927990, 59.473240, 32.134030
1325, 84.441690, 37.948680, 71.927740, 49.742460, 38.115030
1326, 84.810840, 37.013960, 72.217760, 48.578350, 31.859490
1327, 84.888280, 38.348280, 85.193980, 59.584360, 38.410760
1328, 84.830510, 38.381480, 72.215030, 59.299130, 38.315360
1329, 97.883440, 44.981980, 72.244140, 50.219850, 34.108810
1330, 85.134300, 37.691710, 72.491010, 49.813230, 32.022790
1331, 85.340410, 38.364480, 72.611640, 60.296520, 32.579930
1332, 98.746930, 45.335250, 85.852550, 60.168740, 36.080180
1333, 85.526940, 38.298410, 72.625550, 50.804670, 32.474780
1334, 85.951590, 38.436060, 73.108310, 50.665940, 32.774450
1335, 86.168100, 38.846920, 73.286040, 50.359970, 33.440290
1336, 86.444470, 38.632010, 73.432600, 50.547780, 32.792060
1337, 112.164350, 54.725210, 99.388770, 57.815640, 47.286750
1338, 86.636630, 38.823420, 86.566900, 50.029620, 39.209900
1339, 86.561530, 38.636030, 73.405570, 50.069580, 32.790440
1340, 99.309520, 45.983630, 86.483780, 50.820990, 38.771470
1341, 99.603690, 45.873870, 73.661340, 50.861900, 38.135250
1342, 87.531950, 39.818490, 87.478660, 60.931490, 39.357830
1343, 101.020520, 46.381100, 87.836050, 61.836060, 38.443470
1344, 86.960860, 39.886370, 73.883780, 61.429000, 33.412850
1345, 87.130620, 39.136490, 87.258560, 50.645370, 32.913990
1346, 87.414360, 39.165670, 74.170850, 50.977180, 33.453800
1347, 87.518180, 39.370130, 74.385470, 51.090440, 34.033140
1348, 100.853900, 46.153070, 87.687640, 51.106240, 39.681380
1349, 87.840440, 39.606830, 74.567770, 51.137520, 33.497290
1350, 101.192180, 46.340330, 88.057960, 51.501660, 39.955430
1351, 88.216850, 39.721760, 74.719700, 51.727390, 33.584120
1352, 88.050000, 40.481390, 88.086310, 61.669620, 38.403700
1353, 87.795900, 39.746880, 87.998130, 51.814070, 37.491680
1354, 101.534920, 46.857050, 88.309860, 51.366100, 39.067140
1355, 88.533160, 40.240370, 75.133920, 52.178850, 36.747990
1356, 88.461820, 39.808980, 74.983940, 51.590730, 33.411560
1357, 101.896040, 46.510760, 75.010530, 61.484870, 40.556760
1358, 88.784960, 40.322020, 75.387410, 52.319120, 34.187300
1359, 88.858580, 40.339790, 89.322390, 52.304630, 40.722860
1360, 89.080440, 40.761100, 75.447790, 62.589650, 39.895630
1361, 88.952960, 40.032730, 75.403090, 51.867480, 33.889710
1362, 88.954880, 40.534390, 75.567620, 51.937390, 33.884510
1363, 89.446160, 40.438110, 75.816220, 51.953320, 40.906320
1364, 89.359790, 40.488580, 89.330580, 62.017760, 40.089600
1365, 89.449050, 40.557990, 89.695600, 62.616830, 36.355850
1366, 89.532510, 40.943790, 76.197230, 62.799810, 41.065850
1367, 89.794890, 40.565350, 76.307630, 51.986970, 34.356210
1368, 89.985170, 40.508250, 76.373200, 51.787770, 34.967140
1369, 89.919710, 40.729010, 90.054510, 52.143240, 40.765460
1370, 90.012140, 40.565950, 76.410140, 62.593830, 35.402030
1371, 90.026350, 40.540130, 76.561120, 62.714270, 41.115540
1372, 90.356850, 40.607350, 76.455290, 52.334470, 41.720630
1373, 90.171220, 40.711850, 76.506560, 62.449860, 34.252340
1374, 90.567000, 40.990170, 77.006650, 52.697540, 34.650790
1375, 104.906390, 48.216350, 91.225710, 53.115210, 41.789900
1376, 90.562360, 41.659770, 90.649730, 64.263220, 41.522260
1377, 105.031420, 48.547190, 91.259470, 53.769010, 36.902910
1378, 91.264220, 41.428760, 77.370770, 64.329220, 35.283710
1379, 105.205230, 48.203560, 91.368460, 52.781410, 41.661130
1380, 91.216020, 41.441710, 77.365520, 53.695350, 34.983000
1381, 105.645780, 48.389960, 91.579890, 53.057920, 39.093190
1382, 91.704310, 41.656910, 77.623090, 53.435110, 35.631820
1383, 91.553030, 41.980120, 77.767180, 53.489790, 36.251440
1384, 91.878230, 41.219800, 77.792540, 53.062110, 34.715510
1385, 91.837600, 41.214650, 77.775680, 53.674300, 35.041370
1386, 92.074530, 41.510200, 78.081350, 63.734740, 35.022210
1387, 106.642660, 48.884350, 92.337100, 64.258620, 42.207510
1388, 92.278580, 41.966690, 78.306920, 53.626740, 36.290830
1389, 92.354810, 41.920740, 78.397980, 53.807980, 37.915740
1390, 92.609620, 42.134240, 92.760390, 53.837670, 35.794260
1391, 92.816610, 42.369220, 92.973270, 65.477480, 36.520130
1392, 92.627990, 42.345260, 78.685290, 54.185080, 37.242190
1393, 106.916360, 49.264880, 92.611580, 65.317750, 42.608400
1394, 92.747680, 42.381580, 78.872560, 66.409860, 36.711540
1395, 92.974380, 42.431150, 78.882040, 54.370110, 36.354190
1396, 92.966130, 42.359280, 93.281390, 65.288280, 41.250170
1397, 93.309830, 42.474390, 79.194520, 55.122410, 36.706770
1398, 107.889690, 49.828200, 93.736700, 54.209610, 39.443770
1399, 108.025130, 49.704060, 93.866810, 54.827270, 42.787870
1400, 93.874050, 42.696580, 79.549620, 55.160850, 40.037890
1401, 93.855510, 43.085380, 93.982690, 54.882980, 42.183380
1402, 94.154060, 42.812510, 79.820460, 54.945850, 36.221870
1403, 93.820200, 42.811420, 79.700280, 54.277950, 36.275910
1404, 93.988070, 42.861920, 79.824630, 54.536420, 36.106980
1405, 109.001690, 50.231110, 80.082890, 54.422330, 40.815430
1406, 96.767000, 43.736250, 81.989620, 56.420600, 37.885330
1407, 96.779910, 43.739120, 81.979110, 67.522290, 37.491930
1408, 94.719660, 43.096820, 80.275720, 54.956170, 38.617530
1409, 94.614000, 43.273050, 80.318670, 66.810840, 36.352890
1410, 109.232050, 51.000900, 94.937860, 55.958820, 44.486000
1411, 95.033210, 43.632110, 80.542840, 55.997300, 37.440670
1412, 94.862440, 43.684050, 95.025740, 67.368600, 44.416020
1413, 95.104820, 43.726430, 95.327740, 67.562350, 44.235150
1414, 95.746520, 43.778390, 95.672210, 56.714350, 38.640910
1415, 95.965070, 44.280480, 81.159850, 56.844920, 37.859240
1416, 95.611260, 43.613140, 95.624890, 55.601250, 43.720080
1417, 95.825060, 43.905330, 95.951860, 56.391400, 37.842430
1418, 96.158590, 44.341900, 81.462930, 56.758170, 38.072130
1419, 95.982350, 44.628680, 81.332550, 56.253810, 37.974220
1420, 96.297090, 44.194640, 81.532350, 67.485370, 38.927720
1421, 96.183690, 44.593630, 81.622680, 56.323500, 37.500990
1422, 96.554400, 44.189270, 81.608880, 56.658770, 38.157790
1423, 96.514110, 44.440110, 81.925250, 67.921140, 37.153110
1424, 96.462510, 44.169870, 81.792700, 56.707020, 45.052530
1425, 96.619350, 44.741870, 82.116550, 56.919710, 36.552870
1426, 111.730430, 51.952610, 81.921820, 68.580040, 38.134790
1427, 97.094510, 44.986460, 82.286000, 57.325300, 37.513600
1428, 111.818650, 52.376880, 82.220240, 57.108120, 45.584740
1429, 97.386080, 44.519630, 82.418740, 68.563940, 38.388460
1430, 97.754110, 45.319400, 82.868380, 57.024210, 38.392770
1431, 97.978970, 45.484520, 83.051650, 57.107600, 37.664420
1432, 97.709530, 44.867290, 82.849560, 57.048780, 44.333780
1433, 97.998080, 44.811570, 97.991000, 68.915270, 38.129060
1434, 97.957790, 45.176780, 83.090220, 57.577080, 37.916320
1435, 98.062370, 45.324960, 83.046610, 57.909650, 39.419630
1436, 113.612570, 52.842420, 83.310540, 57.232040, 46.008010
1437, 98.453600, 45.275380, 83.516190, 58.325110, 38.276590
1438, 99.040540, 45.471170, 99.221360, 58.271760, 38.956660
1439, 99.141270, 45.585900, 84.048530, 70.415780, 41.882400
1440, 113.723280, 53.223620, 98.681470, 57.942180, 46.072070
1441, 99.192950, 45.722890, 84.058450, 58.583340, 38.582560
1442, 99.136990, 45.740180, 84.102930, 58.379340, 38.629530
1443, 98.885470, 45.823830, 83.863810, 70.164020, 38.738020
1444, 130.065220, 61.677420, 114.842440, 60.217640, 47.257320
1445, 99.683150, 46.071350, 99.719970, 57.897230, 38.292100
1446, 99.667040, 45.894570, 84.466180, 58.754980, 38.683980
1447, 99.614560, 46.259200, 84.415350, 58.623730, 38.974550
1448, 99.844000, 46.110610, 99.781990, 58.974890, 42.537030
1449, 115.275420, 55.380090, 84.634940, 57.403160, 49.870080
1450, 100.319500, 45.951180, 84.990870, 58.894590, 42.768790
1451, 100.388520, 46.179960, 85.029440, 70.620900, 39.342460
1452, 99.835520, 46.029010, 84.830790, 70.665370, 39.788970
1453, 115.374800, 53.758610, 100.223260, 59.993210, 41.552410
1454, 100.810160, 46.552920, 85.428160, 58.902640, 41.029620
1455, 101.052050, 46.844640, 85.534730, 59.651270, 39.420000
1456, 100.849980, 46.552710, 100.839940, 59.079270, 39.381880
1457, 100.932320, 46.090670, 85.610640, 59.540350, 39.229820
1458, 101.122610, 46.617850, 85.757250, 59.312150, 40.317390
1459, 101.098600, 46.048560, 101.273540, 71.280320, 40.929840
1460, 101.250160, 46.361060, 85.756450, 59.231830, 40.009020
1461, 101.214230, 46.658320, 85.865460, 59.603650, 39.639080
1462, 101.486490, 46.876040, 86.057490, 60.003300, 39.676440
1463, 101.775290, 47.163680, 86.328370, 59.920430, 39.929600
1464, 101.509350, 46.782330, 86.025950, 72.110870, 39.982890
1465, 117.308420, 57.955300, 86.293560, 56.758880, 44.439230
1466, 117.840900, 58.343620, 86.513700, 56.476810, 42.600340
1467, 118.259340, 57.344380, 86.993820, 59.029440, 44.699340
1468, 102.377510, 44.841100, 102.974780, 68.291540, 43.734440
1469, 102.538440, 47.259960, 86.744170, 71.672300, 47.056870
1470, 103.544990, 47.444800, 87.882340, 60.503410, 48.667510
1471, 103.946980, 45.762610, 87.785130, 75.406940, 44.327170
1472, 102.627000, 48.114300, 86.999130, 61.104190, 40.788910
1473, 118.516310, 55.420450, 102.776600, 72.712900, 47.831050
1474, 103.247250, 47.599670, 87.487460, 60.929570, 46.781000
1475, 103.308600, 47.618170, 87.489840, 60.840500, 48.024000
1476, 103.365660, 46.549970, 103.412990, 61.868040, 44.793260
1477, 103.429340, 47.768680, 87.638370, 60.689830, 40.436210
1478, 103.669830, 46.619760, 87.940570, 73.772740, 47.086510
1479, 103.992850, 47.901420, 88.089800, 73.280170, 41.257180
1480, 103.895490, 48.138540, 104.502970, 59.437560, 49.194130
1481, 104.156730, 47.913330, 88.295490, 61.401240, 41.454330
1482, 104.344670, 48.251330, 88.282410, 73.436050, 40.723340
1483, 120.261150, 56.480980, 88.330420, 61.609290, 47.446480
1484, 104.147960, 48.139290, 104.438340, 72.542830, 41.114480
1485, 104.164890, 48.338390, 88.294640, 61.629130, 41.798130
1486, 104.880840, 48.636000, 88.687630, 61.729620, 46.780400
1487, 105.167330, 48.435540, 89.039780, 61.850850, 44.721170
1488, 104.765850, 48.398250, 88.767120, 61.732160, 41.154980
1489, 105.256550, 48.494540, 89.020490, 61.613180, 47.155740
1490, 104.757160, 48.988990, 88.920000, 61.806160, 41.498300
1491, 105.471440, 47.828410, 89.389130, 75.284180, 43.590820
1492, 105.568600, 49.059590, 89.309710, 62.140190, 41.711830
1493, 105.734700, 48.973230, 89.414050, 61.779210, 41.775920
1494, 105.772040, 49.246460, 89.560680, 62.310330, 41.549270
1495, 121.634310, 58.288060, 105.749470, 62.554440, 50.164100
1496, 121.967850, 57.319540, 89.357330, 62.800520, 44.275740
1497, 105.779700, 49.446010, 89.642270, 62.672440, 41.867380
1498, 106.526750, 50.992640, 89.888700, 74.979540, 42.260560
1499, 123.030880, 57.986570, 106.726380, 62.668060, 50.887020
1500, 122.780820, 58.535320, 106.491130, 75.776420, 43.107360
1501, 106.732160, 49.908490, 106.873190, 75.369790, 46.748060
1502, 107.198900, 50.327390, 107.586410, 76.097380, 51.033810
1503, 107.360900, 49.672460, 90.872540, 62.949440, 42.974330
1504, 106.746150, 49.557520, 90.357540, 63.177760, 42.664330
1505, 106.912840, 49.195720, 90.401390, 74.581790, 49.440000
1506, 106.832160, 49.999770, 107.141740, 75.298080, 45.900510
1507, 123.641150, 58.697650, 107.259170, 63.585560, 46.047800
1508, 107.584510, 50.520270, 107.794830, 62.850200, 42.627420
1509, 107.407540, 49.959180, 91.142160, 60.593830, 50.835310
1510, 124.542680, 58.221760, 108.034060, 74.990440, 49.183270
1511, 107.966230, 49.848120, 91.501340, 62.507310, 45.328520
1512, 108.187820, 50.476350, 108.387900, 76.172100, 44.876990
1513, 108.111830, 51.641430, 91.750870, 61.206640, 49.340070
1514, 108.425900, 50.240930, 91.727250, 62.956840, 47.734950
1515, 108.692410, 50.614040, 91.735450, 75.822030, 43.304440
1516, 108.578810, 50.629380, 108.718430, 63.574560, 43.159380
1517, 108.639740, 50.834420, 92.139990, 76.505680, 43.224100
1518, 109.223160, 50.884060, 92.373410, 76.335380, 42.893200
1519, 109.469440, 51.129180, 92.731770, 62.672940, 50.852480
1520, 108.290500, 47.780820, 92.248190, 65.602180, 47.781070
1521, 108.651490, 50.836990, 108.902560, 77.540430, 44.930440
1522, 109.385020, 50.452170, 92.405620, 62.582490, 46.214880
1523, 109.511050, 51.019220, 109.536220, 76.436740, 45.332570
1524, 109.527810, 52.633910, 92.300020, 60.693800, 43.925080
1525, 109.929750, 51.979830, 93.034650, 77.704640, 43.667050
1526, 110.418410, 51.196600, 93.264840, 63.081520, 44.102120
1527, 110.219820, 53.864240, 93.557300, 61.657360, 41.946780
1528, 110.691120, 51.946640, 93.569070, 77.792400, 44.025790
1529, 110.451740, 51.037380, 110.602350, 77.194120, 51.844910
1530, 127.570080, 60.063400, 93.671160, 64.779160, 45.229260
1531, 110.962100, 51.393310, 93.518050, 64.612100, 42.707360
1532, 110.838430, 51.890390, 93.832470, 64.987160, 42.603740
1533, 139.690470, 61.443610, 117.603420, 90.913600, 50.910440
1534, 140.102980, 58.512750, 118.100770, 89.257420, 52.258040
1535, 140.278050, 58.955000, 118.302030, 74.821920, 52.891740
1536, 111.107350, 52.053950, 94.097170, 78.157930, 43.862670
1537, 111.707640, 52.332000, 94.377960, 78.965710, 44.464770
1538, 111.698330, 52.000450, 94.480150, 65.568550, 43.844990
1539, 128.995120, 61.089920, 111.743180, 65.699090, 53.041930
1540, 111.934390, 52.511600, 94.509000, 79.115870, 44.232940
1541, 112.248300, 52.473140, 94.724670, 65.306450, 43.996150
1542, 112.264570, 52.339070, 94.886910, 65.337420, 44.177530
1543, 112.331950, 52.301480, 95.099900, 65.097240, 52.863080
1544, 111.874220, 52.845650, 94.701430, 65.887270, 44.578010
1545, 112.033230, 52.924500, 94.665940, 80.774400, 44.899270
1546, 112.810180, 52.650830, 112.813250, 79.026070, 52.672970
1547, 112.532480, 53.032810, 95.264240, 65.925270, 44.811520
1548, 113.091960, 53.088450, 95.700560, 66.337770, 44.948860
1549, 113.159600, 53.062500, 95.767830, 65.921350, 48.437390
1550, 113.567890, 53.103560, 113.505810, 80.232030, 52.799090
1551, 130.954670, 62.530990, 113.616580, 79.819150, 54.466500
1552, 113.238260, 52.900770, 95.952460, 78.890470, 44.989440
1553, 113.655660, 53.679760, 96.088100, 67.170530, 49.320810
1554, 113.861970, 53.358340, 96.402120, 66.436480, 45.285400
1555, 113.781820, 53.299460, 96.206940, 66.515430, 45.609820
1556, 113.847740, 53.876900, 96.445820, 80.766790, 46.064520
1557, 114.267830, 53.101090, 96.609920, 79.560140, 52.399630
1558, 114.377500, 54.240280, 96.929640, 66.479600, 45.736660
1559, 114.377770, 53.589270, 96.903880, 66.629820, 45.611240
1560, 114.687370, 53.838860, 114.942700, 67.277480, 45.416480
1561, 114.662890, 54.083520, 97.115130, 80.762150, 46.359250
1562, 114.979280, 53.537290, 97.324050, 67.436640, 45.491480
1563, 115.227240, 53.994170, 97.276400, 67.218600, 45.895950
1564, 132.910110, 62.999480, 115.392440, 67.132270, 48.507100
1565, 114.870170, 54.306810, 97.455840, 80.065170, 45.990600
1566, 115.993920, 54.602060, 98.093080, 67.838490, 46.791490
1567, 116.052690, 54.135460, 98.290770, 67.646040, 53.797040
1568, 115.449810, 54.088360, 97.745980, 80.561730, 45.240510
1569, 133.537890, 63.791720, 115.660610, 67.518400, 54.944150
1570, 115.886730, 54.115010, 97.978570, 67.611080, 45.652830
1571, 116.346970, 54.326380, 98.268370, 68.366750, 51.532870
1572, 116.362150, 55.008700, 98.667710, 68.674100, 46.554180
1573, 98.987760, 42.441030, 98.585850, 68.377890, 50.767670
1574, 116.753270, 55.386780, 116.893020, 81.311360, 48.812200
1575, 116.745560, 54.983290, 98.807970, 68.462010, 52.508350
1576, 116.856710, 54.777610, 117.007200, 68.322460, 52.835110
1577, 116.924100, 54.921730, 98.908780, 81.820010, 54.949810
1578, 117.113450, 55.178920, 99.022870, 82.044380, 49.679080
1579, 116.789390, 55.230090, 98.792570, 68.916780, 46.885250
1580, 116.884660, 55.331780, 98.996470, 68.792830, 46.805730
1581, 117.007810, 55.143600, 98.799690, 69.058210, 55.791750
1582, 135.578870, 64.713820, 117.551750, 68.958190, 56.002130
1583, 117.440060, 54.902330, 99.447340, 68.972560, 46.869740
1584, 117.771470, 56.190250, 99.599590, 68.979750, 48.242390
1585, 118.002320, 55.761860, 118.107150, 69.233980, 52.271550
1586, 136.152030, 65.333230, 117.915190, 69.169720, 51.260530
1587, 136.385340, 64.927620, 99.794630, 69.069020, 56.043270
1588, 117.799290, 55.480810, 99.692930, 82.412370, 55.580850
1589, 117.871500, 56.120710, 99.802840, 69.180520, 47.670560
1590, 118.777020, 56.328110, 100.392770, 83.468400, 47.601890
1591, 118.934610, 55.946600, 100.702800, 69.306000, 47.404530
1592, 118.791950, 56.117550, 100.408510, 83.544200, 50.257890
1593, 119.190530, 56.083250, 100.743870, 83.055590, 56.759130
1594, 119.553990, 55.806370, 100.973080, 69.693020, 47.173850
1595, 119.501250, 55.615170, 100.942610, 69.579670, 47.163800
1596, 119.624510, 55.665380, 101.018960, 69.504100, 48.181910
1597, 137.965280, 66.368270, 119.666070, 71.009030, 57.934970
1598, 120.891330, 56.132770, 102.120670, 69.541620, 47.649820
1599, 120.962810, 57.190600, 102.182090, 83.972460, 49.974000
1600, 119.581950, 56.511430, 119.833060, 70.147880, 57.373660
1601, 119.852230, 56.502550, 119.857270, 84.167030, 49.242430
1602, 119.798190, 56.824420, 120.273840, 70.657750, 53.688970
1603, 120.610200, 56.845470, 120.957030, 70.584080, 53.859040
1604, 120.259580, 57.264570, 120.351770, 70.414870, 48.958050
1605, 120.544300, 56.976600, 102.040260, 84.909570, 48.382980
1606, 139.470150, 67.661270, 120.916160, 70.233750, 60.467130
1607, 120.863200, 56.564490, 102.296190, 69.702110, 52.445640
1608, 121.075080, 56.925380, 102.384980, 84.495070, 47.840910
1609, 121.075010, 56.776090, 121.458770, 70.330110, 57.848940
1610, 121.314370, 56.723360, 121.580080, 84.084370, 57.455000
1611, 121.119100, 56.765630, 102.476250, 70.092150, 47.911870
1612, 121.418040, 57.717450, 102.714790, 71.555970, 58.136430
